ORGANIZATION,CITY,STATE,COUNTRY,AWARDS,FUNDING,YEAR
"THERMAL GRADIENT, INC.",FAIRPORT,NY,UNITED STATES,1,"$875,245",2014
"THERMALIN DIABETES, LLC",CLEVELAND,OH,UNITED STATES,3,"$3,230,606",2014
"THEYFIT, LLC",COVINGTON,GA,UNITED STATES,1,"$772,266",2014
"THINK NOW, INC.",SAN FRANCISCO,CA,UNITED STATES,2,"$745,141",2014
THIRD DIMENSION TECHNOLOGIES,KNOXVILLE,TN,UNITED STATES,1,"$187,955",2014
THOMAS JEFFERSON UNIVERSITY,PHILADELPHIA,PA,UNITED STATES,159,"$48,379,954",2014
"TIETRONIX SOFTWARE, INC.",HOUSTON,TX,UNITED STATES,1,"$149,936",2014
"TIPTEK, LLC",WEST CHESTER,PA,UNITED STATES,1,"$150,000",2014
"TISSUETECH, INC.",MIAMI,FL,UNITED STATES,4,"$1,838,952",2014
"TISSUEVISION, INC.",CAMBRIDGE,MA,UNITED STATES,1,"$235,793",2014
TMJ ASSOCIATION,Brookfield,WI,UNITED STATES,1,"$30,000",2014
TMLIVERPOOL SCHOOL OF TROPICAL MEDICINE,LIVERPOOL,NA,UNITED KINGDOM,1,"$347,214",2014
"TOCAGEN, INC.",SAN DIEGO,CA,UNITED STATES,1,"$224,741",2014
TOLEDO COMMUNITY HOSPITAL ONCOLOGY PROG,TOLEDO,OH,UNITED STATES,1,"$346,487",2014
"TOMEGAVAX, INC.",BEAVERTON,OR,UNITED STATES,4,"$1,790,290",2014
"TOMOWAVE LABORATORIES, INC.",HOUSTON,TX,UNITED STATES,2,"$678,432",2014
TORREY PINES INST FOR MOLECULAR STUDIES,PORT SAINT LUCIE,FL,UNITED STATES,11,"$4,182,562",2014
"TOSK, INC.",MOUNTAIN VIEW,CA,UNITED STATES,1,"$225,000",2014
"TOTAL CHILD HEALTH, INC.",BALTIMORE,MD,UNITED STATES,3,"$1,797,558",2014
TOURO UNIVERSITY OF CALIFORNIA,VALLEJO,CA,UNITED STATES,3,"$1,210,769",2014
TOWSON UNIVERSITY,TOWSON,MD,UNITED STATES,1,"$193,190",2014
TOYOTA TECHNOLOGICAL INSTITUTE / CHICAGO,CHICAGO,IL,UNITED STATES,1,"$265,869",2014
"TRANSCENDENT INTERNATIONAL, LLC",NEW YORK,NY,UNITED STATES,5,"$2,308,523",2014
"TRANSDERM, INC.",SANTA CRUZ,CA,UNITED STATES,1,"$225,000",2014
TRANSLATIONAL GENOMICS RESEARCH INST,PHOENIX,AZ,UNITED STATES,11,"$4,901,087",2014
"TRANSLATIONAL SCIENCES, INC.",Memphis,TN,UNITED STATES,1,"$999,993",2014
"TRANSPARENCY LIFE SCIENCES, LLC",NEW YORK,NY,UNITED STATES,1,"$196,923",2014
"TRANSPOSAGEN BIOPHARMACEUTICALS, INC.",Lexington,KY,UNITED STATES,2,"$1,173,087",2014
"TRAVERSE BIOSCIENCES, INC.",STONY BROOK,NY,UNITED STATES,1,"$223,797",2014
"TREATMENT INNOVATIONS, LLC",NEWTON CENTRE,MA,UNITED STATES,1,"$224,999",2014
"TREATMENT RESEARCH INSTITUTE, INC. (TRI)",PHILADELPHIA,PA,UNITED STATES,8,"$4,223,293",2014
"TRELLIS BIOSCIENCE, LLC",SOUTH SAN FRANCISCO,CA,UNITED STATES,2,"$1,289,670",2014
"TREVIGEN, INC.",GAITHERSBURG,MD,UNITED STATES,2,"$646,127",2014
TRIA BIOSCIENCE CORPORATION,SEATTLE,WA,UNITED STATES,1,"$280,636",2014
"TRIBOLOGICS, LLC",FRAMINGHAM,MA,UNITED STATES,1,"$737,000",2014
"TRIM-EDICINE, INC.",NORTH BRUNSWICK,NJ,UNITED STATES,1,"$300,000",2014
TRINITY UNIVERSITY,SAN ANTONIO,TX,UNITED STATES,1,"$186,845",2014
"TRIPLE RING TECHNOLOGIES, INC.",Newark,CA,UNITED STATES,1,"$540,258",2014
"TRITON ANIMAL PRODUCTS, INC.",SAN DIEGO,CA,UNITED STATES,2,"$273,130",2014
"TROPHOGEN, INC.",ROCKVILLE,MD,UNITED STATES,1,"$825,054",2014
"TRUDEAU INSTITUTE, INC.",SARANAC LAKE,NY,UNITED STATES,4,"$591,275",2014
"TSRL, INC.",ANN ARBOR,MI,UNITED STATES,2,"$597,046",2014
TUBERCULOSIS RESEARCH CENTRE,CHENNAI,NA,INDIA,1,"$122,593",2014
TUFTS MEDICAL CENTER,BOSTON,MA,UNITED STATES,45,"$27,737,457",2014
TUFTS UNIVERSITY BOSTON,BOSTON,MA,UNITED STATES,116,"$41,918,398",2014
TUFTS UNIVERSITY MEDFORD,MEDFORD,MA,UNITED STATES,33,"$8,871,773",2014
TULANE UNIVERSITY OF LOUISIANA,NEW ORLEANS,LA,UNITED STATES,111,"$53,549,995",2014
"TUNITAS THERAPEUTICS, INC.",SAN FRANCISCO,CA,UNITED STATES,2,"$2,000,000",2014
TUSKEGEE UNIVERSITY,TUSKEGEE,AL,UNITED STATES,6,"$2,594,535",2014
"TWIN STAR TDS, LLC",LEXINGTON,KY,UNITED STATES,2,"$1,205,540",2014
"TWISTNOSTICS, LLC",BALTIMORE,MD,UNITED STATES,3,"$862,311",2014
"TYMORA ANALYTICAL OPERATIONS, LLC",WEST LAFAYETTE,IN,UNITED STATES,1,"$312,537",2014
"TYPEZERO TECHNOLOGIES, LLC",CHARLOTTESVILLE,VA,UNITED STATES,1,"$224,354",2014
U OF L IMPERIAL COL OF SCI/TECHNLGY/MED,LONDON,NA,UNITED KINGDOM,5,"$1,976,035",2014
U.S. AGRICULTURAL RESEARCH SERVICE,WYNDMOOR,PA,UNITED STATES,1,"$124,642",2014
U.S. WALTER REED ARMY INST OF RESEARCH,SILVER SPRING,MD,UNITED STATES,2,"$1,969,617",2014
"UBIVAC, LLC",PORTLAND,OR,UNITED STATES,1,"$17,035",2014
"ULTRADIAN DIAGNOSTICS, LLC",RENSSELAER,NY,UNITED STATES,1,"$544,205",2014
UNION GRADUATE COLLEGE,SCHENECTADY,NY,UNITED STATES,3,"$490,689",2014
UNIV OF ARKANSAS FOR MED SCIS,LITTLE ROCK,AR,UNITED STATES,69,"$29,994,306",2014
"UNIV OF MARYLAND, COLLEGE PARK",COLLEGE PARK,MD,UNITED STATES,122,"$36,450,118",2014
UNIV OF MASSACHUSETTS MED SCH WORCESTER,WORCESTER,MA,UNITED STATES,305,"$126,252,099",2014
UNIV OF MED/DENT OF NJ-NJ MEDICAL SCHOOL,NEWARK,NJ,UNITED STATES,1,"$195,570",2014
UNIV OF NORTH CAROLINA CHAPEL HILL,CHAPEL HILL,NC,UNITED STATES,906,"$393,099,026",2014
"UNIV OF SCIENCES, TECH & TECH OF BAMAKO",BAMAKO,NA,MALI,5,"$1,483,098",2014
UNIV/TEXAS BROWNSVILLE & SOUTHMOST COLL,BROWNSVILLE,TX,UNITED STATES,4,"$669,257",2014
UNIVERSAL STABILIZATION TECHNOLOGIES,SAN DIEGO,CA,UNITED STATES,1,"$547,278",2014
UNIVERSIDAD CENTRAL DEL CARIBE,BAYAMON,PR,UNITED STATES,11,"$2,933,763",2014
UNIVERSIDAD DEL ESTE,CAROLINA,PR,UNITED STATES,1,"$482,235",2014
UNIVERSIDAD PERUANA CAYETANO HEREDIA,LIMA,NA,PERU,10,"$1,807,432",2014
UNIVERSITY COLLEGE LONDON,LONDON,NA,UNITED KINGDOM,2,"$2,556,173",2014
UNIVERSITY DEL NORTE,BARRANQUILLA,NA,COLOMBIA,1,"$110,496",2014
UNIVERSITY HEALTH NETWORK,TORONTO,ON,CANADA,13,"$4,161,813",2014
UNIVERSITY HOSPITAL BASEL,BASEL,NA,SWITZERLAND,1,"$266,135",2014
UNIVERSITY OF ABERDEEN,ABERDEEN,NA,UNITED KINGDOM,1,"$97,149",2014
UNIVERSITY OF AKRON,AKRON,OH,UNITED STATES,2,"$710,782",2014
UNIVERSITY OF ALABAMA AT BIRMINGHAM,BIRMINGHAM,AL,UNITED STATES,465,"$214,871,842",2014
UNIVERSITY OF ALABAMA IN TUSCALOOSA,TUSCALOOSA,AL,UNITED STATES,13,"$3,433,911",2014
UNIVERSITY OF ALASKA ANCHORAGE,ANCHORAGE,AK,UNITED STATES,4,"$875,138",2014
UNIVERSITY OF ALASKA FAIRBANKS,FAIRBANKS,AK,UNITED STATES,10,"$9,131,249",2014
UNIVERSITY OF ALBERTA,EDMONTON,AB,CANADA,4,"$723,880",2014
UNIVERSITY OF ARIZONA,TUCSON,AZ,UNITED STATES,210,"$76,863,373",2014
UNIVERSITY OF ARKANSAS AT FAYETTEVILLE,FAYETTEVILLE,AR,UNITED STATES,10,"$3,030,331",2014
UNIVERSITY OF ARKANSAS AT LITTLE ROCK,LITTLE ROCK,AR,UNITED STATES,1,"$103,378",2014
UNIVERSITY OF AUCKLAND,AUCKLAND,NA,NEW ZEALAND,1,"$395,601",2014
UNIVERSITY OF BERN,BERN,NA,SWITZERLAND,1,"$2,547,506",2014
UNIVERSITY OF BRISTOL,BRISTOL,NA,UNITED KINGDOM,3,"$956,392",2014
UNIVERSITY OF BRITISH COLUMBIA,VANCOUVER,BC,CANADA,29,"$6,053,158",2014
UNIVERSITY OF CALGARY,CALGARY,AB,CANADA,4,"$1,183,612",2014
UNIVERSITY OF CALIF-LAWRENC BERKELEY LAB,BERKELEY,CA,UNITED STATES,43,"$26,001,837",2014
UNIVERSITY OF CALIF-LAWRNC LVRMR NAT LAB,LIVERMORE,CA,UNITED STATES,3,"$2,637,650",2014
UNIVERSITY OF CALIFORNIA AT DAVIS,DAVIS,CA,UNITED STATES,426,"$188,673,375",2014
UNIVERSITY OF CALIFORNIA BERKELEY,BERKELEY,CA,UNITED STATES,346,"$122,512,152",2014
UNIVERSITY OF CALIFORNIA LOS ANGELES,LOS ANGELES,CA,UNITED STATES,829,"$364,307,752",2014
UNIVERSITY OF CALIFORNIA RIVERSIDE,RIVERSIDE,CA,UNITED STATES,54,"$15,370,139",2014
UNIVERSITY OF CALIFORNIA SAN DIEGO,LA JOLLA,CA,UNITED STATES,850,"$390,164,347",2014
UNIVERSITY OF CALIFORNIA SANTA BARBARA,SANTA BARBARA,CA,UNITED STATES,54,"$17,958,079",2014
UNIVERSITY OF CALIFORNIA SANTA CRUZ,SANTA CRUZ,CA,UNITED STATES,67,"$30,069,304",2014
UNIVERSITY OF CALIFORNIA SYS OFFICE/PRES,OAKLAND,CA,UNITED STATES,1,"$216,000",2014
"UNIVERSITY OF CALIFORNIA, MERCED",MERCED,CA,UNITED STATES,15,"$4,012,670",2014
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",SAN FRANCISCO,CA,UNITED STATES,1205,"$542,058,341",2014
UNIVERSITY OF CALIFORNIA-IRVINE,IRVINE,CA,UNITED STATES,288,"$105,264,157",2014
UNIVERSITY OF CAMBRIDGE,CAMBRIDGE,NA,UNITED KINGDOM,1,"$215,945",2014
UNIVERSITY OF CAPE TOWN,RONDEBOSCH,NA,SOUTH AFRICA,20,"$9,828,848",2014
UNIVERSITY OF CENTRAL FLORIDA,ORLANDO,FL,UNITED STATES,27,"$8,030,536",2014
UNIVERSITY OF CENTRAL OKLAHOMA,EDMOND,OK,UNITED STATES,1,"$187,298",2014
UNIVERSITY OF CHICAGO,CHICAGO,IL,UNITED STATES,420,"$176,873,872",2014
UNIVERSITY OF CHILE,SANTIAGO,NA,CHILE,1,"$49,741",2014
UNIVERSITY OF CINCINNATI,CINCINNATI,OH,UNITED STATES,139,"$59,330,555",2014
UNIVERSITY OF COLOMBO,COLOMBO,NA,SRI LANKA,1,"$129,600",2014
UNIVERSITY OF COLORADO,BOULDER,CO,UNITED STATES,138,"$41,248,575",2014
UNIVERSITY OF COLORADO AT COLORADO SPGS,COLORADO SPRINGS,CO,UNITED STATES,1,"$599,228",2014
UNIVERSITY OF COLORADO DENVER,AURORA,CO,UNITED STATES,521,"$191,145,677",2014
UNIVERSITY OF CONNECTICUT SCH OF MED/DNT,FARMINGTON,CT,UNITED STATES,115,"$48,635,744",2014
UNIVERSITY OF CONNECTICUT STORRS,STORRS-MANSFIELD,CT,UNITED STATES,53,"$19,252,678",2014
UNIVERSITY OF COSTA RICA,SAN JOSE,NA,COSTA RICA,1,"$34,220",2014
UNIVERSITY OF DELAWARE,NEWARK,DE,UNITED STATES,50,"$26,779,335",2014
UNIVERSITY OF DENVER (COLORADO SEMINARY),DENVER,CO,UNITED STATES,16,"$4,088,286",2014
UNIVERSITY OF DETROIT MERCY,DETROIT,MI,UNITED STATES,3,"$2,985,806",2014
UNIVERSITY OF EDINBURGH,EDINBURGH,NA,UNITED KINGDOM,2,"$809,114",2014
UNIVERSITY OF FLORIDA,GAINESVILLE,FL,UNITED STATES,313,"$129,743,178",2014
UNIVERSITY OF GENEVA,Geneva,NA,SWITZERLAND,5,"$3,325,217",2014
UNIVERSITY OF GEORGIA,ATHENS,GA,UNITED STATES,127,"$45,689,255",2014
UNIVERSITY OF GHANA,LEGON,NA,GHANA,1,"$60,066",2014
UNIVERSITY OF GLASGOW,SCOTLAND,NA,UNITED KINGDOM,1,"$157,474",2014
UNIVERSITY OF HARTFORD,WEST HARTFORD,CT,UNITED STATES,1,"$135,268",2014
UNIVERSITY OF HAWAII AT HILO,HILO,HI,UNITED STATES,2,"$224,213",2014
UNIVERSITY OF HAWAII AT MANOA,HONOLULU,HI,UNITED STATES,69,"$42,313,253",2014
UNIVERSITY OF HELSINKI,HELSINKI,NA,FINLAND,1,"$2,157,583",2014
UNIVERSITY OF HONG KONG,HONG KONG,NA,HONG KONG,1,"$52,380",2014
UNIVERSITY OF HOUSTON,HOUSTON,TX,UNITED STATES,55,"$16,598,647",2014
UNIVERSITY OF IBADAN,IBADAN,NA,NIGERIA,10,"$2,655,039",2014
UNIVERSITY OF IDAHO,MOSCOW,ID,UNITED STATES,10,"$6,578,436",2014
UNIVERSITY OF ILLINOIS AT CHICAGO,CHICAGO,IL,UNITED STATES,314,"$114,689,235",2014
UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN,CHAMPAIGN,IL,UNITED STATES,161,"$54,283,393",2014
UNIVERSITY OF IOWA,IOWA CITY,IA,UNITED STATES,356,"$149,626,530",2014
UNIVERSITY OF KANSAS LAWRENCE,LAWRENCE,KS,UNITED STATES,72,"$34,758,614",2014
UNIVERSITY OF KANSAS MEDICAL CENTER,KANSAS CITY,KS,UNITED STATES,126,"$53,559,175",2014
UNIVERSITY OF KENTUCKY,LEXINGTON,KY,UNITED STATES,243,"$87,844,204",2014
UNIVERSITY OF KWAZULU-NATAL,DURBAN,NA,SOUTH AFRICA,5,"$419,841",2014
UNIVERSITY OF LIVERPOOL,LIVERPOOL,NA,UNITED KINGDOM,1,"$194,492",2014
UNIVERSITY OF LOUISVILLE,LOUISVILLE,KY,UNITED STATES,112,"$46,241,241",2014
UNIVERSITY OF MAINE ORONO,ORONO,ME,UNITED STATES,3,"$662,174",2014
UNIVERSITY OF MALAWI,BLANTYRE,NA,MALAWI,1,"$385,000",2014
UNIVERSITY OF MANITOBA,WINNIPEG,MB,CANADA,1,"$641,949",2014
UNIVERSITY OF MARYLAND BALT CO CAMPUS,BALTIMORE,MD,UNITED STATES,21,"$7,951,999",2014
UNIVERSITY OF MARYLAND BALTIMORE,BALTIMORE,MD,UNITED STATES,347,"$141,423,574",2014
UNIVERSITY OF MARYLAND EASTERN SHORE,PRINCESS ANNE,MD,UNITED STATES,2,"$199,813",2014
UNIVERSITY OF MASSACHUSETTS AMHERST,AMHERST,MA,UNITED STATES,64,"$19,107,287",2014
UNIVERSITY OF MASSACHUSETTS BOSTON,BOSTON,MA,UNITED STATES,15,"$5,743,091",2014
UNIVERSITY OF MASSACHUSETTS LOWELL,LOWELL,MA,UNITED STATES,8,"$4,598,179",2014
UNIVERSITY OF MELBOURNE,MELBOURNE,NA,AUSTRALIA,4,"$766,333",2014
UNIVERSITY OF MEMPHIS,MEMPHIS,TN,UNITED STATES,12,"$5,716,720",2014
UNIVERSITY OF MIAMI CORAL GABLES,CORAL GABLES,FL,UNITED STATES,24,"$7,129,066",2014
UNIVERSITY OF MIAMI ROSENTEIL SCHOOL,MIAMI,FL,UNITED STATES,2,"$733,458",2014
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,CORAL GABLES,FL,UNITED STATES,244,"$98,498,051",2014
UNIVERSITY OF MICHIGAN,ANN ARBOR,MI,UNITED STATES,994,"$415,470,354",2014
UNIVERSITY OF MINNESOTA,MINNEAPOLIS,MN,UNITED STATES,548,"$247,699,751",2014
UNIVERSITY OF MINNESOTA DULUTH,DULUTH,MN,UNITED STATES,2,"$596,068",2014
UNIVERSITY OF MISSISSIPPI,UNIVERSITY,MS,UNITED STATES,4,"$3,164,418",2014
UNIVERSITY OF MISSISSIPPI MED CTR,JACKSON,MS,UNITED STATES,52,"$20,191,938",2014
UNIVERSITY OF MISSOURI KANSAS CITY,KANSAS CITY,MO,UNITED STATES,27,"$9,853,661",2014
UNIVERSITY OF MISSOURI-COLUMBIA,COLUMBIA,MO,UNITED STATES,103,"$34,567,091",2014
UNIVERSITY OF MISSOURI-ST. LOUIS,SAINT LOUIS,MO,UNITED STATES,4,"$1,044,672",2014
UNIVERSITY OF MONTANA,MISSOULA,MT,UNITED STATES,25,"$9,391,077",2014
UNIVERSITY OF MONTREAL,MONTREAL,PQ,CANADA,2,"$334,723",2014
UNIVERSITY OF MONTREAL HOSPITAL,MONTREAL,PQ,CANADA,2,"$477,216",2014
UNIVERSITY OF NAIROBI,NAIROBI,NA,KENYA,5,"$2,598,488",2014
UNIVERSITY OF NEBRASKA LINCOLN,LINCOLN,NE,UNITED STATES,40,"$15,592,100",2014
UNIVERSITY OF NEBRASKA MEDICAL CENTER,OMAHA,NE,UNITED STATES,138,"$56,089,670",2014
UNIVERSITY OF NEBRASKA OMAHA,OMAHA,NE,UNITED STATES,2,"$2,212,224",2014
UNIVERSITY OF NEVADA LAS VEGAS,LAS VEGAS,NV,UNITED STATES,6,"$5,513,576",2014
UNIVERSITY OF NEVADA RENO,RENO,NV,UNITED STATES,30,"$17,302,411",2014
UNIVERSITY OF NEW ENGLAND,BIDDEFORD,ME,UNITED STATES,5,"$3,112,594",2014
UNIVERSITY OF NEW HAMPSHIRE,DURHAM,NH,UNITED STATES,4,"$1,069,115",2014
UNIVERSITY OF NEW MEXICO,ALBUQUERQUE,NM,UNITED STATES,33,"$12,461,470",2014
UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,ALBUQUERQUE,NM,UNITED STATES,108,"$46,759,983",2014
UNIVERSITY OF NEW SOUTH WALES,SYDNEY,NA,AUSTRALIA,1,"$360,384",2014
UNIVERSITY OF NEWCASTLE,NEWCASTLE UPON TYNE,NA,UNITED KINGDOM,1,"$220,388",2014
UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,PEMBROKE,NC,UNITED STATES,1,"$291,050",2014
UNIVERSITY OF NORTH CAROLINA CHARLOTTE,CHARLOTTE,NC,UNITED STATES,8,"$2,340,645",2014
UNIVERSITY OF NORTH CAROLINA GREENSBORO,GREENSBORO,NC,UNITED STATES,15,"$5,159,732",2014
UNIVERSITY OF NORTH CAROLINA WILMINGTON,WILMINGTON,NC,UNITED STATES,2,"$684,713",2014
UNIVERSITY OF NORTH DAKOTA,GRAND FORKS,ND,UNITED STATES,16,"$9,790,858",2014
UNIVERSITY OF NORTH TEXAS,DENTON,TX,UNITED STATES,2,"$919,893",2014
UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,FORT WORTH,TX,UNITED STATES,28,"$9,122,541",2014
UNIVERSITY OF NORTHERN COLORADO,GREELEY,CO,UNITED STATES,1,"$290,734",2014
UNIVERSITY OF NOTRE DAME,NOTRE DAME,IN,UNITED STATES,43,"$18,192,977",2014
UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,OKLAHOMA CITY,OK,UNITED STATES,93,"$42,917,343",2014
UNIVERSITY OF OKLAHOMA NORMAN,NORMAN,OK,UNITED STATES,13,"$6,011,314",2014
UNIVERSITY OF OREGON,EUGENE,OR,UNITED STATES,63,"$27,858,568",2014
UNIVERSITY OF OXFORD,OXFORD,NA,UNITED KINGDOM,6,"$1,672,696",2014
UNIVERSITY OF PENNSYLVANIA,PHILADELPHIA,PA,UNITED STATES,1106,"$484,421,830",2014
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PITTSBURGH,PA,UNITED STATES,932,"$419,993,404",2014
UNIVERSITY OF PLYMOUTH,PLYMOUTH,NA,UNITED KINGDOM,1,"$190,920",2014
UNIVERSITY OF PR CAYEY UNIVERSITY COLL,CAYEY,PR,UNITED STATES,2,"$1,000,532",2014
UNIVERSITY OF PUERTO RICO AT HUMACAO,HUMACAO,PR,UNITED STATES,1,"$241,197",2014
UNIVERSITY OF PUERTO RICO MAYAGUEZ,MAYAGUEZ,PR,UNITED STATES,3,"$628,967",2014
UNIVERSITY OF PUERTO RICO MED SCIENCES,SAN JUAN,PR,UNITED STATES,41,"$25,818,240",2014
UNIVERSITY OF PUERTO RICO PONCE,PONCE,PR,UNITED STATES,1,"$530,389",2014
UNIVERSITY OF PUERTO RICO RIO PIEDRAS,SAN JUAN,PR,UNITED STATES,8,"$3,810,720",2014
UNIVERSITY OF QUEENSLAND,BRISBANE,NA,AUSTRALIA,1,"$323,937",2014
UNIVERSITY OF RHODE ISLAND,KINGSTON,RI,UNITED STATES,19,"$12,799,909",2014
UNIVERSITY OF ROCHESTER,ROCHESTER,NY,UNITED STATES,365,"$147,463,102",2014
UNIVERSITY OF SALAMANCA,SALAMANCA,NA,SPAIN,1,"$98,280",2014
UNIVERSITY OF SAN ANDRES,LA PAZ,NA,BOLIVIA,1,"$22,356",2014
UNIVERSITY OF SAN FRANCISCO,SAN FRANCISCO,CA,UNITED STATES,1,"$424,783",2014
UNIVERSITY OF SHEFFIELD,SHEFFIELD,NA,UNITED KINGDOM,1,"$261,633",2014
UNIVERSITY OF SOUTH ALABAMA,MOBILE,AL,UNITED STATES,21,"$8,766,736",2014
UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,COLUMBIA,SC,UNITED STATES,98,"$38,676,427",2014
UNIVERSITY OF SOUTH DAKOTA,VERMILLION,SD,UNITED STATES,9,"$5,970,350",2014
UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL,UNITED STATES,87,"$58,751,081",2014
UNIVERSITY OF SOUTHAMPTON,SOUTHAMPTON,NA,UNITED KINGDOM,3,"$1,017,457",2014
UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,UNITED STATES,385,"$180,166,513",2014
UNIVERSITY OF SOUTHERN MAINE,PORTLAND,ME,UNITED STATES,1,"$333,340",2014
UNIVERSITY OF SOUTHERN MISSISSIPPI,HATTIESBURG,MS,UNITED STATES,3,"$4,090,340",2014
UNIVERSITY OF STIRLING,STIRLING,NA,UNITED KINGDOM,1,"$146,542",2014
UNIVERSITY OF SYDNEY,SYDNEY,NA,AUSTRALIA,3,"$804,019",2014
UNIVERSITY OF TENNESSEE CHATTANOOGA,CHATTANOOGA,TN,UNITED STATES,2,"$464,729",2014
UNIVERSITY OF TENNESSEE HEALTH SCI CTR,MEMPHIS,TN,UNITED STATES,97,"$31,963,105",2014
UNIVERSITY OF TENNESSEE KNOXVILLE,KNOXVILLE,TN,UNITED STATES,25,"$6,730,560",2014
UNIVERSITY OF TEXAS ARLINGTON,ARLINGTON,TX,UNITED STATES,5,"$1,155,390",2014
UNIVERSITY OF TEXAS DALLAS,RICHARDSON,TX,UNITED STATES,29,"$8,436,538",2014
UNIVERSITY OF TEXAS EL PASO,EL PASO,TX,UNITED STATES,28,"$11,359,215",2014
UNIVERSITY OF TEXAS HLTH CTR AT TYLER,TYLER,TX,UNITED STATES,6,"$1,972,533",2014
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,HOUSTON,TX,UNITED STATES,201,"$81,538,614",2014
UNIVERSITY OF TEXAS HLTH SCIENCE CENTER,SAN ANTONIO,TX,UNITED STATES,216,"$66,986,495",2014
UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,GALVESTON,TX,UNITED STATES,145,"$71,957,724",2014
UNIVERSITY OF TEXAS SAN ANTONIO,SAN ANTONIO,TX,UNITED STATES,32,"$11,579,777",2014
"UNIVERSITY OF TEXAS, AUSTIN",AUSTIN,TX,UNITED STATES,200,"$57,442,129",2014
UNIVERSITY OF TEXAS-PAN AMERICAN,EDINBURG,TX,UNITED STATES,2,"$513,442",2014
UNIVERSITY OF THE DISTRICT OF COLUMBIA,WASHINGTON,DC,UNITED STATES,1,"$254,737",2014
UNIVERSITY OF THE FREE STATE,BLOEMFONTEIN,NA,SOUTH AFRICA,1,"$272,324",2014
UNIVERSITY OF THE GAMBIA,BRIKAMA,NA,GAMBIA,1,"$60,000",2014
UNIVERSITY OF THE PACIFIC-STOCKTON,STOCKTON,CA,UNITED STATES,3,"$730,946",2014
UNIVERSITY OF THE REPUBLIC,MONTEVIDEO,NA,URUGUAY,1,"$105,840",2014
UNIVERSITY OF THE SCIENCES PHILADELPHIA,PHILADELPHIA,PA,UNITED STATES,1,"$237,504",2014
UNIVERSITY OF THE VIRGIN ISLANDS,ST. THOMAS,VI,UNITED STATES,3,"$1,760,298",2014
UNIVERSITY OF TOLEDO,TOLEDO,OH,UNITED STATES,8,"$2,575,729",2014
UNIVERSITY OF TOLEDO HEALTH SCI CAMPUS,TOLEDO,OH,UNITED STATES,34,"$9,930,756",2014
UNIVERSITY OF TORONTO,TORONTO,ON,CANADA,7,"$2,300,920",2014
UNIVERSITY OF TULSA,TULSA,OK,UNITED STATES,1,"$303,486",2014
UNIVERSITY OF TX MD ANDERSON CAN CTR,HOUSTON,TX,UNITED STATES,270,"$120,877,395",2014
UNIVERSITY OF UTAH,SALT LAKE CITY,UT,UNITED STATES,381,"$145,539,936",2014
UNIVERSITY OF VERMONT & ST AGRIC COLLEGE,BURLINGTON,VT,UNITED STATES,100,"$54,772,757",2014
UNIVERSITY OF VICTORIA,VICTORIA,BC,CANADA,1,"$249,802",2014
UNIVERSITY OF VIRGINIA,CHARLOTTESVILLE,VA,UNITED STATES,299,"$117,662,192",2014
UNIVERSITY OF WASHINGTON,SEATTLE,WA,UNITED STATES,933,"$427,465,936",2014
UNIVERSITY OF WATERLOO,WATERLOO,ON,CANADA,1,"$180,257",2014
UNIVERSITY OF WEST FLORIDA,PENSACOLA,FL,UNITED STATES,1,"$137,668",2014
UNIVERSITY OF WESTERN AUSTRALIA,CRAWLEY,NA,AUSTRALIA,2,"$308,082",2014
UNIVERSITY OF WESTERN ONTARIO,LONDON,ON,CANADA,1,"$347,410",2014
UNIVERSITY OF WESTERN STATES,PORTLAND,OR,UNITED STATES,1,"$643,380",2014
UNIVERSITY OF WISCONSIN LA CROSSE,LA CROSSE,WI,UNITED STATES,1,"$337,500",2014
UNIVERSITY OF WISCONSIN MILWAUKEE,MILWAUKEE,WI,UNITED STATES,20,"$7,994,808",2014
UNIVERSITY OF WISCONSIN-MADISON,MADISON,WI,UNITED STATES,601,"$257,660,041",2014
UNIVERSITY OF WYOMING,LARAMIE,WY,UNITED STATES,14,"$6,650,329",2014
UNIVERSITY OF ZAMBIA,LUSAKA,NA,ZAMBIA,3,"$752,600",2014
UNIVERSITY OF ZURICH,ZURICH,NA,SWITZERLAND,3,"$806,180",2014
UPSTATE MEDICAL UNIVERSITY,SYRACUSE,NY,UNITED STATES,39,"$11,778,347",2014
URBAN INSTITUTE,WASHINGTON,DC,UNITED STATES,3,"$470,465",2014
URSINUS COLLEGE,COLLEGEVILLE,PA,UNITED STATES,2,"$476,765",2014
"US WORLDMEDS, LLC",LOUISVILLE,KY,UNITED STATES,2,"$7,406,132",2014
